52026 silly lifecycle ansi-styles@2.1.0~preinstall: no script for preinstall, continuing
61005 info lifecycle read-all-stream@3.0.1~postinstall: read-all-stream@3.0.1
61006 silly lifecycle read-all-stream@3.0.1~postinstall: no script for postinstall, continuing
61007 silly postinstall readable-stream@2.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/readable-stream-022b9046282292e5a109eb94d6a70b21
61008 info lifecycle readable-stream@2.0.4~postinstall: readable-stream@2.0.4
61009 silly lifecycle readable-stream@2.0.4~postinstall: no script for postinstall, continuing
61010 silly postinstall ordered-read-streams@0.3.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/ordered-read-streams-983d2e7e6a3ddd669d4cd615681d9e09
61011 info lifecycle ordered-read-streams@0.3.0~postinstall: ordered-read-streams@0.3.0
61012 silly lifecycle ordered-read-streams@0.3.0~postinstall: no script for postinstall, continuing
61013 silly postinstall readable-stream@2.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/readable-stream-2f83d024da9150590cdfcdc008f8e767
61014 info lifecycle readable-stream@2.0.4~postinstall: readable-stream@2.0.4
61015 silly lifecycle readable-stream@2.0.4~postinstall: no script for postinstall, continuing
61016 silly postinstall merge-stream@1.0.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/merge-stream-f267646741659e863e28f9ee7e295fdc
61017 info lifecycle merge-stream@1.0.0~postinstall: merge-stream@1.0.0
61018 silly lifecycle merge-stream@1.0.0~postinstall: no script for postinstall, continuing
61019 silly postinstall readable-stream@2.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/readable-stream-c08c2bdadf43b0d6c84985caf38e14ed
61020 info lifecycle readable-stream@2.0.4~postinstall: readable-stream@2.0.4
61021 silly lifecycle readable-stream@2.0.4~postinstall: no script for postinstall, continuing
61022 silly postinstall readable-stream@2.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/readable-stream-f857fe56d9f51a6e27c7c1bd6d9cbf18
61023 info lifecycle readable-stream@2.0.4~postinstall: readable-stream@2.0.4
61024 silly lifecycle readable-stream@2.0.4~postinstall: no script for postinstall, continuing
61025 silly postinstall readable-stream@2.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/readable-stream-6684ad8006fd5fb6b52c9336358a3a8e
61026 info lifecycle readable-stream@2.0.4~postinstall: readable-stream@2.0.4
61027 silly lifecycle readable-stream@2.0.4~postinstall: no script for postinstall, continuing
61028 silly postinstall readable-stream@2.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/readable-stream-391b64391343b9b5c156bfd7be44073e
61029 info lifecycle readable-stream@2.0.4~postinstall: readable-stream@2.0.4
61030 silly lifecycle readable-stream@2.0.4~postinstall: no script for postinstall, continuing
61031 silly postinstall readable-stream@2.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/readable-stream-ac7fa3235173dba924bc372a196bf468
61032 info lifecycle readable-stream@2.0.4~postinstall: readable-stream@2.0.4
61033 silly lifecycle readable-stream@2.0.4~postinstall: no script for postinstall, continuing
61034 silly postinstall readable-stream@2.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/readable-stream-4899a51b42db8e22534baa70b1b7fab0
61035 info lifecycle readable-stream@2.0.4~postinstall: readable-stream@2.0.4
61036 silly lifecycle readable-stream@2.0.4~postinstall: no script for postinstall, continuing
61037 silly postinstall readable-stream@2.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/readable-stream-136f72fcf6751285a312b3854b331893
61038 info lifecycle readable-stream@2.0.4~postinstall: readable-stream@2.0.4
61039 silly lifecycle readable-stream@2.0.4~postinstall: no script for postinstall, continuing
61040 silly postinstall readable-stream@2.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/readable-stream-ec108d294c5d7f020adf01474b576904
61041 info lifecycle readable-stream@2.0.4~postinstall: readable-stream@2.0.4
61042 silly lifecycle readable-stream@2.0.4~postinstall: no script for postinstall, continuing
61043 silly postinstall duplexer2@0.1.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/duplexer2-9020708f4f3aabe220db5ad380016608
61044 info lifecycle duplexer2@0.1.4~postinstall: duplexer2@0.1.4
61045 silly lifecycle duplexer2@0.1.4~postinstall: no script for postinstall, continuing
61046 silly postinstall stream-combiner2@1.1.1 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/stream-combiner2-9a39ba6905eb30db9d6ec0edaf2cfe63
61047 info lifecycle stream-combiner2@1.1.1~postinstall: stream-combiner2@1.1.1
61048 silly lifecycle stream-combiner2@1.1.1~postinstall: no script for postinstall, continuing
61049 silly postinstall readable-stream@2.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/readable-stream-a6c8644a7b700c93337169de0ea4d6e9
61050 info lifecycle readable-stream@2.0.4~postinstall: readable-stream@2.0.4
61051 silly lifecycle readable-stream@2.0.4~postinstall: no script for postinstall, continuing
61052 silly postinstall readable-stream@2.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/readable-stream-c15de7ba2c141bdbf15c1b8f22df7621
61053 info lifecycle readable-stream@2.0.4~postinstall: readable-stream@2.0.4
61054 silly lifecycle readable-stream@2.0.4~postinstall: no script for postinstall, continuing
61055 silly postinstall readable-stream@2.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/readable-stream-a1974bbdb086821a14d97950443824c3
61056 info lifecycle readable-stream@2.0.4~postinstall: readable-stream@2.0.4
61057 silly lifecycle readable-stream@2.0.4~postinstall: no script for postinstall, continuing
61058 silly postinstall readable-stream@2.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/readable-stream-6b9b1e3de38cc88387aaf4541b40897a
61059 info lifecycle readable-stream@2.0.4~postinstall: readable-stream@2.0.4
61060 silly lifecycle readable-stream@2.0.4~postinstall: no script for postinstall, continuing
61061 silly postinstall concat-stream@1.5.1 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/concat-stream-279d17c4dc99ed6bd9bfcf7bfd009c40
61062 info lifecycle concat-stream@1.5.1~postinstall: concat-stream@1.5.1
61063 silly lifecycle concat-stream@1.5.1~postinstall: no script for postinstall, continuing
61064 silly postinstall gzip-size@0.2.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/gzip-size-245db5a969c3ea32e6540ea206f32928
61065 info lifecycle gzip-size@0.2.0~postinstall: gzip-size@0.2.0
61066 silly lifecycle gzip-size@0.2.0~postinstall: no script for postinstall, continuing
61067 silly postinstall maxmin@0.2.2 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/maxmin-3b9bf7477b3969584f2826bee890db79
61068 info lifecycle maxmin@0.2.2~postinstall: maxmin@0.2.2
61069 silly lifecycle maxmin@0.2.2~postinstall: no script for postinstall, continuing
61070 silly postinstall grunt-contrib-cssmin@0.10.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/grunt-contrib-cssmin-d61854440efda6c32803b97b05bd115d
61071 info lifecycle grunt-contrib-cssmin@0.10.0~postinstall: grunt-contrib-cssmin@0.10.0
61072 silly lifecycle grunt-contrib-cssmin@0.10.0~postinstall: no script for postinstall, continuing
61073 silly postinstall gzip-size@1.0.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/gzip-size-f4b412c5acb3168c2021dbeb3fc757ae
61074 info lifecycle gzip-size@1.0.0~postinstall: gzip-size@1.0.0
61075 silly lifecycle gzip-size@1.0.0~postinstall: no script for postinstall, continuing
61076 silly postinstall readable-stream@2.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/readable-stream-8f0b6106ac1976f4ec42861ae5fffc1c
61077 info lifecycle readable-stream@2.0.4~postinstall: readable-stream@2.0.4
61078 silly lifecycle readable-stream@2.0.4~postinstall: no script for postinstall, continuing
61079 silly postinstall readable-stream@2.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/readable-stream-643944080ec50d1b10cec494a274a923
61080 info lifecycle readable-stream@2.0.4~postinstall: readable-stream@2.0.4
61081 silly lifecycle readable-stream@2.0.4~postinstall: no script for postinstall, continuing
61082 silly postinstall bl@1.0.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/bl-05623a40a9ab25cf54571670c5c3dfb2
61083 info lifecycle bl@1.0.0~postinstall: bl@1.0.0
61084 silly lifecycle bl@1.0.0~postinstall: no script for postinstall, continuing
61085 silly postinstall utils-merge@1.0.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/utils-merge-fc13d191affcb1f76c636a55d2ecafdd
61086 info lifecycle utils-merge@1.0.0~postinstall: utils-merge@1.0.0
61087 silly lifecycle utils-merge@1.0.0~postinstall: no script for postinstall, continuing
61088 silly postinstall express-session@1.2.1 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/express-session-c50f09521cc04631de589d01f12e07c3
61089 info lifecycle express-session@1.2.1~postinstall: express-session@1.2.1
61090 silly lifecycle express-session@1.2.1~postinstall: no script for postinstall, continuing
61091 silly postinstall uuid@2.0.1 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/uuid-917e3b24cc33789df5e2cad73a2c8d1f
61092 info lifecycle uuid@2.0.1~postinstall: uuid@2.0.1
61093 silly lifecycle uuid@2.0.1~postinstall: no script for postinstall, continuing
61094 silly postinstall tempfile@1.1.1 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/tempfile-3fb34b860e10151646ee02ed53dae214
61095 info lifecycle tempfile@1.1.1~postinstall: tempfile@1.1.1
61096 silly lifecycle tempfile@1.1.1~postinstall: no script for postinstall, continuing
61097 silly postinstall exec-buffer@2.0.1 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/exec-buffer-efbee02958b37e0611a0ae4e1f42f82d
61098 info lifecycle exec-buffer@2.0.1~postinstall: exec-buffer@2.0.1
61099 silly lifecycle exec-buffer@2.0.1~postinstall: no script for postinstall, continuing
61100 silly postinstall validate-npm-package-license@3.0.1 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/validate-npm-package-license-d3ff489c1f218ee0f99e734c134972af
61101 info lifecycle validate-npm-package-license@3.0.1~postinstall: validate-npm-package-license@3.0.1
61102 silly lifecycle validate-npm-package-license@3.0.1~postinstall: no script for postinstall, continuing
61103 silly postinstall normalize-package-data@2.3.5 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/normalize-package-data-1554fea61f52d5017718a0b6d1a2edd3
61104 info lifecycle normalize-package-data@2.3.5~postinstall: normalize-package-data@2.3.5
61105 silly lifecycle normalize-package-data@2.3.5~postinstall: no script for postinstall, continuing
61106 silly postinstall read-pkg@1.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/read-pkg-69429e0488fb2d247dc059b56bd57763
61107 info lifecycle read-pkg@1.1.0~postinstall: read-pkg@1.1.0
61108 silly lifecycle read-pkg@1.1.0~postinstall: no script for postinstall, continuing
61109 silly postinstall read-pkg-up@1.0.1 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/read-pkg-up-b620aa8689c2ddc6fd8143194a2ec554
61110 info lifecycle read-pkg-up@1.0.1~postinstall: read-pkg-up@1.0.1
61111 silly lifecycle read-pkg-up@1.0.1~postinstall: no script for postinstall, continuing
61112 silly postinstall meow@3.6.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/meow-96f4f17e8224b7db0b40177e8745edd4
61113 info lifecycle meow@3.6.0~postinstall: meow@3.6.0
61114 silly lifecycle meow@3.6.0~postinstall: no script for postinstall, continuing
61115 silly postinstall lpad-align@1.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/lpad-align-78cbcd778049e117d7e80398db87b1b3
61116 info lifecycle lpad-align@1.1.0~postinstall: lpad-align@1.1.0
61117 silly lifecycle lpad-align@1.1.0~postinstall: no script for postinstall, continuing
61118 silly postinstall squeak@1.3.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/squeak-0041307dc6cb0ac88680e5e40120d83f
61119 info lifecycle squeak@1.3.0~postinstall: squeak@1.3.0
61120 silly lifecycle squeak@1.3.0~postinstall: no script for postinstall, continuing
61121 silly postinstall logalot@2.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/logalot-02edbe8047711d1dda50ee5c67915678
61122 info lifecycle logalot@2.1.0~postinstall: logalot@2.1.0
61123 silly lifecycle logalot@2.1.0~postinstall: no script for postinstall, continuing
61124 silly postinstall dateformat@1.0.12 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/dateformat-442e8f37d553fa0dd46ed216d141907b
61125 info lifecycle dateformat@1.0.12~postinstall: dateformat@1.0.12
61126 silly lifecycle dateformat@1.0.12~postinstall: no script for postinstall, continuing
61127 silly postinstall pretty-bytes@1.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/pretty-bytes-4705f1d306da4012c93b042aa3c6f27d
61128 info lifecycle pretty-bytes@1.0.4~postinstall: pretty-bytes@1.0.4
61129 silly lifecycle pretty-bytes@1.0.4~postinstall: no script for postinstall, continuing
61130 silly postinstall maxmin@1.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/maxmin-a03d27318e99b35ec94c13c3245ae80e
61131 info lifecycle maxmin@1.1.0~postinstall: maxmin@1.1.0
61132 silly lifecycle maxmin@1.1.0~postinstall: no script for postinstall, continuing
61133 silly postinstall pretty-bytes@1.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/pretty-bytes-2c4f9ab34ffc32a5127fe9031988cfe2
61134 info lifecycle pretty-bytes@1.0.4~postinstall: pretty-bytes@1.0.4
61135 silly lifecycle pretty-bytes@1.0.4~postinstall: no script for postinstall, continuing
61136 silly postinstall find-versions@1.2.1 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/find-versions-ee95110a8d76aea3312e60e0268087ca
61137 info lifecycle find-versions@1.2.1~postinstall: find-versions@1.2.1
61138 silly lifecycle find-versions@1.2.1~postinstall: no script for postinstall, continuing
61139 silly postinstall bin-version@1.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/bin-version-253d8567663781c2e7d7a92d51bba9cb
61140 info lifecycle bin-version@1.0.4~postinstall: bin-version@1.0.4
61141 silly lifecycle bin-version@1.0.4~postinstall: no script for postinstall, continuing
61142 silly postinstall bin-version-check@2.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/bin-version-check-c310853941162d7c18ff849bb254523c
61143 info lifecycle bin-version-check@2.1.0~postinstall: bin-version-check@2.1.0
61144 silly lifecycle bin-version-check@2.1.0~postinstall: no script for postinstall, continuing
61145 silly postinstall dateformat@1.0.12 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/dateformat-0dc4ac51366cc98a71f6cb5017cc0db0
61146 info lifecycle dateformat@1.0.12~postinstall: dateformat@1.0.12
61147 silly lifecycle dateformat@1.0.12~postinstall: no script for postinstall, continuing
61148 silly postinstall fancy-log@1.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/fancy-log-1a189b16851c8d9970ff49262e168738
61149 info lifecycle fancy-log@1.1.0~postinstall: fancy-log@1.1.0
61150 silly lifecycle fancy-log@1.1.0~postinstall: no script for postinstall, continuing
61151 silly postinstall executable@1.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/executable-de89cf4a206c9d4a6dc3c787b8fac2c8
61152 info lifecycle executable@1.1.0~postinstall: executable@1.1.0
61153 silly lifecycle executable@1.1.0~postinstall: no script for postinstall, continuing
61154 silly postinstall bin-check@2.0.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/bin-check-bf6c7ba796868c205348ffcfd89a7720
61155 info lifecycle bin-check@2.0.0~postinstall: bin-check@2.0.0
61156 silly lifecycle bin-check@2.0.0~postinstall: no script for postinstall, continuing
61157 silly postinstall vary@0.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/vary-286ba6621696b6b145cb125e105c7501
61158 info lifecycle vary@0.1.0~postinstall: vary@0.1.0
61159 silly lifecycle vary@0.1.0~postinstall: no script for postinstall, continuing
61160 silly postinstall method-override@2.0.2 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/method-override-3b68cd3f879c4c507962b939e6ddcd10
61161 info lifecycle method-override@2.0.2~postinstall: method-override@2.0.2
61162 silly lifecycle method-override@2.0.2~postinstall: no script for postinstall, continuing
61163 silly postinstall compression@1.0.7 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/compression-4811e5caedc038ae21f0f44d4e678bbd
61164 info lifecycle compression@1.0.7~postinstall: compression@1.0.7
61165 silly lifecycle compression@1.0.7~postinstall: no script for postinstall, continuing
61166 silly postinstall verror@1.3.6 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/verror-ce6d650f53e578ca9a1f6c88bdb9bc78
61167 info lifecycle verror@1.3.6~postinstall: verror@1.3.6
61168 silly lifecycle verror@1.3.6~postinstall: no script for postinstall, continuing
61169 silly postinstall jsprim@1.2.2 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/jsprim-6d181c9bacb9a1ce5cd0f489e826d146
61170 info lifecycle jsprim@1.2.2~postinstall: jsprim@1.2.2
61171 silly lifecycle jsprim@1.2.2~postinstall: no script for postinstall, continuing
61172 silly postinstall http-signature@1.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/http-signature-9324fd73e79483d8f56dbb360d7867e1
61173 info lifecycle http-signature@1.1.0~postinstall: http-signature@1.1.0
61174 silly lifecycle http-signature@1.1.0~postinstall: no script for postinstall, continuing
61175 silly postinstall vhost@1.0.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/vhost-a5731c847e227bd39f7039f8bb6d4a25
61176 info lifecycle vhost@1.0.0~postinstall: vhost@1.0.0
61177 silly lifecycle vhost@1.0.0~postinstall: no script for postinstall, continuing
61178 silly postinstall connect@2.19.6 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/connect-75f32ee9b1c0604821153c682c53bd45
61179 info lifecycle connect@2.19.6~postinstall: connect@2.19.6
61180 silly lifecycle connect@2.19.6~postinstall: no script for postinstall, continuing
61181 silly postinstall grunt-contrib-connect@0.8.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/grunt-contrib-connect-5e0a39cf027f74017685fc54022ddcc6
61182 info lifecycle grunt-contrib-connect@0.8.0~postinstall: grunt-contrib-connect@0.8.0
61183 silly lifecycle grunt-contrib-connect@0.8.0~postinstall: no script for postinstall, continuing
61184 silly postinstall vinyl@1.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/vinyl-e05bf4faf53bdc1539d6aadbd6546eb6
61185 info lifecycle vinyl@1.1.0~postinstall: vinyl@1.1.0
61186 silly lifecycle vinyl@1.1.0~postinstall: no script for postinstall, continuing
61187 silly postinstall buffer-to-vinyl@1.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/buffer-to-vinyl-74ca8a55c3b3083ebfdcd41465eac606
61188 info lifecycle buffer-to-vinyl@1.1.0~postinstall: buffer-to-vinyl@1.1.0
61189 silly lifecycle buffer-to-vinyl@1.1.0~postinstall: no script for postinstall, continuing
61190 silly postinstall object-assign@4.0.1 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/object-assign-ca30490c15eddfaf05072627ea989281
61191 info lifecycle object-assign@4.0.1~postinstall: object-assign@4.0.1
61192 silly lifecycle object-assign@4.0.1~postinstall: no script for postinstall, continuing
61193 silly postinstall readable-stream@2.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/readable-stream-57e96e31b4f0b4844a156351a01b15c3
61194 info lifecycle readable-stream@2.0.4~postinstall: readable-stream@2.0.4
61195 silly lifecycle readable-stream@2.0.4~postinstall: no script for postinstall, continuing
61196 silly postinstall vinyl-assign@1.2.1 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/vinyl-assign-abb31c7348833dd6535a816feab9af01
61197 info lifecycle vinyl-assign@1.2.1~postinstall: vinyl-assign@1.2.1
61198 silly lifecycle vinyl-assign@1.2.1~postinstall: no script for postinstall, continuing
61199 silly postinstall clone@0.2.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/clone-cea6a5fd2769279eca3328ea4d7db2bc
61200 info lifecycle clone@0.2.0~postinstall: clone@0.2.0
61201 silly lifecycle clone@0.2.0~postinstall: no script for postinstall, continuing
61202 silly postinstall graceful-fs@3.0.8 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/graceful-fs-242fdd36c2ac3bcb1f241b93101a8949
61203 info lifecycle graceful-fs@3.0.8~postinstall: graceful-fs@3.0.8
61204 silly lifecycle graceful-fs@3.0.8~postinstall: no script for postinstall, continuing
61205 silly postinstall minimatch@2.0.10 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/minimatch-9a61ee6be82d5158318a0509ce60aaa9
61206 info lifecycle minimatch@2.0.10~postinstall: minimatch@2.0.10
61207 silly lifecycle minimatch@2.0.10~postinstall: no script for postinstall, continuing
61208 silly postinstall ordered-read-streams@0.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/ordered-read-streams-8fa3fa6514db7112c5a6dfad16a53df9
61209 info lifecycle ordered-read-streams@0.1.0~postinstall: ordered-read-streams@0.1.0
61210 silly lifecycle ordered-read-streams@0.1.0~postinstall: no script for postinstall, continuing
61211 silly postinstall strip-bom@1.0.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/strip-bom-36548cbbca9c95c0fb4a701b02310965
61212 info lifecycle strip-bom@1.0.0~postinstall: strip-bom@1.0.0
61213 silly lifecycle strip-bom@1.0.0~postinstall: no script for postinstall, continuing
61214 silly postinstall vinyl@0.4.6 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/vinyl-c9c6134a5b95ac8bb01de17943e59129
61215 info lifecycle vinyl@0.4.6~postinstall: vinyl@0.4.6
61216 silly lifecycle vinyl@0.4.6~postinstall: no script for postinstall, continuing
61217 silly postinstall whet.extend@0.9.9 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/whet.extend-f63d0bdb5f211ac4adcdabc80a13658c
61218 info lifecycle whet.extend@0.9.9~postinstall: whet.extend@0.9.9
61219 silly lifecycle whet.extend@0.9.9~postinstall: no script for postinstall, continuing
61220 silly postinstall svgo@0.6.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/svgo-18bc11caa6a08ea12ced6d9ab8f23a34
61221 info lifecycle svgo@0.6.0~postinstall: svgo@0.6.0
61222 silly lifecycle svgo@0.6.0~postinstall: no script for postinstall, continuing
61223 silly postinstall which@1.0.9 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/which-4bb711380fd302251c75483c33ce750c
61224 info lifecycle which@1.0.9~postinstall: which@1.0.9
61225 silly lifecycle which@1.0.9~postinstall: no script for postinstall, continuing
61226 silly postinstall grunt-legacy-util@0.2.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/grunt-legacy-util-4813944f7fe4bf61b3bc6a9ad482a9cd
61227 info lifecycle grunt-legacy-util@0.2.0~postinstall: grunt-legacy-util@0.2.0
61228 silly lifecycle grunt-legacy-util@0.2.0~postinstall: no script for postinstall, continuing
61229 silly postinstall grunt@0.4.5 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/grunt-aa008ba4385d000557134757871eccc8
61230 info lifecycle grunt@0.4.5~postinstall: grunt@0.4.5
61231 silly lifecycle grunt@0.4.5~postinstall: no script for postinstall, continuing
61232 silly postinstall window-size@0.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/window-size-5c43449b498a51dc2bbb28a9fad2d995
61233 info lifecycle window-size@0.1.0~postinstall: window-size@0.1.0
61234 silly lifecycle window-size@0.1.0~postinstall: no script for postinstall, continuing
61235 silly postinstall wordwrap@0.0.2 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/wordwrap-b46785785315272c6566cfa638f06d8f
61236 info lifecycle wordwrap@0.0.2~postinstall: wordwrap@0.0.2
61237 silly lifecycle wordwrap@0.0.2~postinstall: no script for postinstall, continuing
61238 silly postinstall wrap-fn@0.1.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/wrap-fn-90d1502a41081bd73fbfa3a9669c7df4
61239 info lifecycle wrap-fn@0.1.4~postinstall: wrap-fn@0.1.4
61240 silly lifecycle wrap-fn@0.1.4~postinstall: no script for postinstall, continuing
61241 silly postinstall ware@1.3.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/ware-95d589c66baa8c968ed7f5945c132a29
61242 info lifecycle ware@1.3.0~postinstall: ware@1.3.0
61243 silly lifecycle ware@1.3.0~postinstall: no script for postinstall, continuing
61244 silly postinstall wrappy@1.0.1 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/wrappy-6808fe7a5977989a5475ffd1885a5e70
61245 info lifecycle wrappy@1.0.1~postinstall: wrappy@1.0.1
61246 silly lifecycle wrappy@1.0.1~postinstall: no script for postinstall, continuing
61247 silly postinstall once@1.3.2 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/once-c29123db6b59551b706cdd56100de3df
61248 info lifecycle once@1.3.2~postinstall: once@1.3.2
61249 silly lifecycle once@1.3.2~postinstall: no script for postinstall, continuing
61250 silly postinstall npmconf@2.1.1 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/npmconf-2205a425bb6f6995ab2d324fe632a680
61251 info lifecycle npmconf@2.1.1~postinstall: npmconf@2.1.1
61252 silly lifecycle npmconf@2.1.1~postinstall: no script for postinstall, continuing
61253 silly postinstall phantomjs@1.9.18 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/phantomjs-7a28e9acf149a51e8541e313135cb9c4
61254 info lifecycle phantomjs@1.9.18~postinstall: phantomjs@1.9.18
61255 silly lifecycle phantomjs@1.9.18~postinstall: no script for postinstall, continuing
61256 silly postinstall grunt-lib-phantomjs@0.6.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/grunt-lib-phantomjs-eee551bc094072e5a75bf95d9dc3b5c8
61257 info lifecycle grunt-lib-phantomjs@0.6.0~postinstall: grunt-lib-phantomjs@0.6.0
61258 silly lifecycle grunt-lib-phantomjs@0.6.0~postinstall: no script for postinstall, continuing
61259 silly postinstall grunt-mocha@0.4.13 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/grunt-mocha-e145a22ea6fd9d494e1acafeeaea1946
